ens_gene	Symbol	Uniq_syms	entrez	Gene_name	NTC2	NTC3	NTC4	NTC5	sgUgcg1	sgUgcg2	sgUgcg5
Ankrd11	Ankrd11	Ankrd11	77087	ankyrin repeat domain 11	11436	12735	10019	12425	7855	11757	11969
ENSMUSG00000065915.1	NA	ENSMUSG00000065915.1	NA	NA	2	6	4	1	1	4	7
2810013P06Rik	2810013P06Rik	2810013P06Rik	100503178	RIKEN cDNA 2810013P06 gene	851	926	714	779	581	1177	1055
Spg7	Spg7	Spg7	234847	SPG7, paraplegin matrix AAA peptidase subunit	1500	1497	1433	1588	1134	1896	1937
Rpl13	Rpl13	Rpl13	270106	ribosomal protein L13	63706	45013	43394	52719	37139	49754	52312
Cpne7	Cpne7	Cpne7	102278	copine VII	264	280	202	349	222	308	364
ENSMUSG00000110537.1	NA	ENSMUSG00000110537.1	NA	NA	16	1	0	3	0	2	31
Chmp1a	Chmp1a	Chmp1a	234852	charged multivesicular body protein 1A	6794	4418	5367	6290	3986	7255	8021
ENSMUSG00000069862.6	NA	ENSMUSG00000069862.6	NA	NA	508	332	298	323	226	263	354
Spata33	Spata33	Spata33	320869	spermatogenesis associated 33	1	0	1	7	7	2	5
Cdk10	Cdk10	Cdk10	234854	cyclin dependent kinase 10	539	397	508	482	318	563	598
Spata2l	Spata2l	Spata2l	78779	spermatogenesis associated 2-like	272	357	280	345	253	381	512
4933417D19Rik	4933417D19Rik	4933417D19Rik	71186	RIKEN cDNA 4933417D19 gene	1	11	9	5	2	4	18
Vps9d1	Vps9d1	Vps9d1	72325	VPS9 domain containing 1	445	487	446	500	384	508	480
Zfp276	Zfp276	Zfp276	57247	zinc finger protein (C2H2 type) 276	523	561	485	561	460	498	570
Fanca	Fanca	Fanca	14087	Fanconi anemia, complementation group A	223	224	188	190	167	228	232
Tcf25	Tcf25	Tcf25	66855	transcription factor 25 (basic helix-loop-helix)	6788	6359	6016	6886	5018	6962	6958
Mc1r	Mc1r	Mc1r	17199	melanocortin 1 receptor	5	1	2	1	1	0	1
Tubb3	Tubb3	Tubb3	22152	tubulin, beta 3 class III	176	135	158	155	177	225	270
Def8	Def8	Def8	23854	differentially expressed in FDCP 8	354	210	307	346	220	380	391
Afg3l1	Afg3l1	Afg3l1	114896	AFG3-like AAA ATPase 1	2491	2163	2386	2621	1675	2591	2893
Dbndd1	Dbndd1	Dbndd1	72185	dysbindin domain containing 1	26	15	10	15	10	16	16
Gas8	Gas8	Gas8	104346	growth arrest specific 8	93	81	64	90	64	106	129
4732419C18Rik	4732419C18Rik	4732419C18Rik	100042484	RIKEN cDNA 4732419C18 gene	1	0	7	2	0	1	3
Rab4a	Rab4a	Rab4a	19341	RAB4A, member RAS oncogene family	182	191	121	133	171	261	257
ENSMUSG00000085030.1	NA	ENSMUSG00000085030.1	NA	NA	37	48	48	60	42	47	53
Ccsap	Ccsap	Ccsap	73420	centriole, cilia and spindle associated protein	322	299	271	370	251	395	418
Gm4342	Gm4342	Gm4342	100043296	predicted gene 4342	7	10	7	9	2	9	10
Acta1	Acta1	Acta1	11459	actin alpha 1, skeletal muscle	0	1	1	1	0	3	4
Gm29773	Gm29773	Gm29773	101056072	predicted gene, 29773	12	6	0	4	3	7	6
Nup133	Nup133	Nup133	234865	nucleoporin 133	226	262	261	251	211	290	297
ENSMUSG00000110615.1	NA	ENSMUSG00000110615.1	NA	NA	14	10	12	26	7	16	21
Abcb10	Abcb10	Abcb10	56199	ATP-binding cassette, sub-family B member 10	222	201	181	191	161	284	226
Taf5l	Taf5l	Taf5l	102162	TATA-box binding protein associated factor 5 like	2511	1972	1947	2241	1684	2436	2540
Gm17827	Gm17827	Gm17827	100384880	ribosomal protein L7A pseudogene	1	5	1	2	2	2	1
Urb2	Urb2	Urb2	382038	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	330	314	258	267	188	247	247
Galnt2	Galnt2	Galnt2	108148	polypeptide N-acetylgalactosaminyltransferase 2	97	116	84	88	95	112	105
ENSMUSG00000089745.1	NA	ENSMUSG00000089745.1	NA	NA	6	15	8	6	2	17	13
ENSMUSG00000089820.1	NA	ENSMUSG00000089820.1	NA	NA	11	7	5	8	10	11	6
Cog2	Cog2	Cog2	76332	component of oligomeric golgi complex 2	2610	2189	2281	2611	1882	2657	3082
Capn9	Capn9	Capn9	73647	calpain 9	0	0	1	5	0	1	5
2310022B05Rik	2310022B05Rik	2310022B05Rik	69551	RIKEN cDNA 2310022B05 gene	209	144	194	244	151	230	258
Ttc13	Ttc13	Ttc13	234875	tetratricopeptide repeat domain 13	3923	3942	3399	4218	3045	4075	4729
Arv1	Arv1	Arv1	68865	ARV1 homolog, fatty acid homeostasis modulator	289	290	302	290	216	321	378
Fam89a	Fam89a	Fam89a	69627	family with sequence similarity 89, member A	177	112	115	132	144	168	147
ENSMUSG00000090118.1	NA	ENSMUSG00000090118.1	NA	NA	5	7	4	8	9	9	14
2810004N23Rik	2810004N23Rik	2810004N23Rik	66523	RIKEN cDNA 2810004N23 gene	942	758	807	860	554	964	1136
Gnpat	Gnpat	Gnpat	14712	glyceronephosphate O-acyltransferase	2224	2203	1854	2144	1771	2433	2480
Exoc8	Exoc8	Exoc8	102058	exocyst complex component 8	858	979	807	968	814	893	950
Sprtn	Sprtn	Sprtn	244666	SprT-like N-terminal domain	353	449	435	484	355	382	458
ENSMUSG00000110706.1	NA	ENSMUSG00000110706.1	NA	NA	2	2	0	3	0	5	3
Egln1	Egln1	Egln1	112405	egl-9 family hypoxia-inducible factor 1	2271	2016	1862	1927	1830	2342	2894
Tsnax	Tsnax	Tsnax	53424	translin-associated factor X	3993	2863	3013	3679	2725	3905	4621
Disc1	Disc1	Disc1	244667	disrupted in schizophrenia 1	212	240	205	258	182	303	268
ENSMUSG00000086694.1	NA	ENSMUSG00000086694.1	NA	NA	18	2	11	16	8	6	4
Sipa1l2	Sipa1l2	Sipa1l2	244668	signal-induced proliferation-associated 1 like 2	82	71	80	89	79	81	107
Map10	Map10	Map10	74393	microtubule-associated protein 10	2	15	21	14	6	11	16
Ntpcr	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	303	214	306	295	211	384	422
Pcnx2	Pcnx2	Pcnx2	270109	pecanex homolog 2	9	5	8	1	6	4	8
Kcnk1	Kcnk1	Kcnk1	16525	potassium channel, subfamily K, member 1	4	13	5	9	18	15	15
Coa6	Coa6	Coa6	67892	cytochrome c oxidase assembly factor 6	926	700	546	729	554	757	835
Tarbp1	Tarbp1	Tarbp1	212728	TAR RNA binding protein 1	230	181	196	268	190	240	262
Irf2bp2	Irf2bp2	Irf2bp2	270110	interferon regulatory factor 2 binding protein 2	1204	1133	1187	1214	1140	1729	2090
ENSMUSG00000110626.1	NA	ENSMUSG00000110626.1	NA	NA	4	0	2	0	1	8	2
ENSMUSG00000110697.1	NA	ENSMUSG00000110697.1	NA	NA	9	0	2	0	0	1	1
Tomm20	Tomm20	Tomm20	67952	translocase of outer mitochondrial membrane 20	1474	994	934	1069	942	1239	1389
Gm26397	Gm26397	Gm26397	115487043	predicted gene, 26397	5	9	3	3	1	10	6
Rbm34	Rbm34	Rbm34	52202	RNA binding motif protein 34	1423	1228	1018	1295	922	1171	1301
Gm38574	Gm38574	Gm38574	102641752	predicted gene, 38574	7	1	3	2	1	11	2
Pard3	Pard3	Pard3	93742	par-3 family cell polarity regulator	3	0	4	2	5	4	1
Nrp1	Nrp1	Nrp1	18186	neuropilin 1	4907	6393	5404	6331	6145	7560	7915
ENSMUSG00000110562.1	NA	ENSMUSG00000110562.1	NA	NA	10	1	13	13	11	16	18
ENSMUSG00000075864.1	NA	ENSMUSG00000075864.1	NA	NA	1	0	1	1	1	0	7
ENSMUSG00000110654.1	NA	ENSMUSG00000110654.1	NA	NA	191	78	232	175	113	156	325
Itgb1	Itgb1	Itgb1	16412	integrin beta 1 (fibronectin receptor beta)	94116	83472	85365	94384	95413	133321	148746
Ccdc7a	Ccdc7a	Ccdc7a	74703	coiled-coil domain containing 7A	83	288	96	95	45	191	96
Zfp1006	Zfp1006	Zfp1006	72139	zinc finger protein 1006	570	403	383	528	393	512	530
ENSMUSG00000094530.2	NA	ENSMUSG00000094530.2	NA	NA	86	59	34	71	61	47	64
Gm32856	Gm32856	Gm32856	102635552	predicted gene, 32856	263	190	200	176	168	223	215
ENSMUSG00000091028.1	NA	ENSMUSG00000091028.1	NA	NA	4	3	2	0	0	1	2
ENSMUSG00000095186.1	NA	ENSMUSG00000095186.1	NA	NA	0	2	3	1	0	3	2
ENSMUSG00000095891.7	NA	ENSMUSG00000095891.7	NA	NA	3	6	17	8	6	5	8
Alkbh8	Alkbh8	Alkbh8	67667	alkB homolog 8, tRNA methyltransferase	887	812	808	841	563	771	814
Gm24918	Gm24918	Gm24918	115485685	predicted gene, 24918	5	8	5	13	3	3	3
Gm23275	Gm23275	Gm23275	115487238	predicted gene, 23275	2	1	0	3	3	0	1
Cwf19l2	Cwf19l2	Cwf19l2	244672	CWF19 like cell cycle control factor 2	2035	1529	1787	2134	1267	1828	2107
Aasdhppt	Aasdhppt	Aasdhppt	67618	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1195	1032	932	918	849	1209	1227
Kbtbd3	Kbtbd3	Kbtbd3	69149	kelch repeat and BTB (POZ) domain containing 3	1428	920	894	1059	741	1190	1105
Msantd4	Msantd4	Msantd4	78100	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils	644	544	512	714	546	715	800
ENSMUSG00000110644.1	NA	ENSMUSG00000110644.1	NA	NA	10	3	2	5	6	9	7
Casp1	Casp1	Casp1	12362	caspase 1	2387	2294	2202	2547	2069	2815	3066
Casp4	Casp4	Casp4	12363	caspase 4, apoptosis-related cysteine peptidase	523	377	508	550	400	521	695
Casp12	Casp12	Casp12	12364	caspase 12	0	2	0	7	0	0	2
Dync2h1	Dync2h1	Dync2h1	110350	dynein cytoplasmic 2 heavy chain 1	350	334	377	400	230	282	460
Dcun1d5	Dcun1d5	Dcun1d5	76863	defective in cullin neddylation 1 domain containing 5	4136	3518	2869	3705	2859	3724	3847
Mmp10	Mmp10	Mmp10	17384	matrix metallopeptidase 10	1	2	1	1	4	2	7
Mmp8	Mmp8	Mmp8	17394	matrix metallopeptidase 8	20	0	8	1	17	7	4
ENSMUSG00000110887.1	NA	ENSMUSG00000110887.1	NA	NA	3	1	1	0	0	1	5
ENSMUSG00000074516.6	NA	ENSMUSG00000074516.6	NA	NA	80	66	62	86	72	98	71
Tmem123	Tmem123	Tmem123	71929	transmembrane protein 123	9284	7025	7038	7868	6207	8760	10102
Birc2	Birc2	Birc2	11797	baculoviral IAP repeat-containing 2	2201	1900	1926	2048	1333	2317	2415
Birc3	Birc3	Birc3	11796	baculoviral IAP repeat-containing 3	1745	1281	1568	1582	1124	1892	2234
Yap1	Yap1	Yap1	22601	yes-associated protein 1	6	11	20	5	10	10	27
Cfap300	Cfap300	Cfap300	234912	cilia and flagella associated protein 300	4	3	7	3	2	7	12
Jrkl	Jrkl	Jrkl	77532	Jrk-like	259	192	245	288	137	152	294
Ccdc82	Ccdc82	Ccdc82	66396	coiled-coil domain containing 82	2591	2399	2294	2532	2050	2663	2996
ENSMUSG00000095068.1	NA	ENSMUSG00000095068.1	NA	NA	23	38	21	24	18	26	33
Maml2	Maml2	Maml2	270118	mastermind like transcriptional coactivator 2	3073	2862	2769	3237	2363	3548	3668
ENSMUSG00000111212.1	NA	ENSMUSG00000111212.1	NA	NA	741	1143	968	1164	821	791	942
Phxr4	Phxr4	Phxr4	18689	per-hexamer repeat gene 4	711	1105	780	942	602	785	728
ENSMUSG00000090592.2	NA	ENSMUSG00000090592.2	NA	NA	49	64	70	31	29	59	45
ENSMUSG00000111223.1	NA	ENSMUSG00000111223.1	NA	NA	5	3	8	1	2	3	1
Mtmr2	Mtmr2	Mtmr2	77116	myotubularin related protein 2	1924	1417	1443	1795	1156	1961	2086
Cep57	Cep57	Cep57	74360	centrosomal protein 57	2049	1706	1500	1784	1272	2060	2026
Fam76b	Fam76b	Fam76b	72826	family with sequence similarity 76, member B	2308	2350	2020	2255	1823	2119	2348
ENSMUSG00000111695.1	NA	ENSMUSG00000111695.1	NA	NA	3	0	1	1	0	0	7
ENSMUSG00000111097.1	NA	ENSMUSG00000111097.1	NA	NA	2	3	1	3	0	0	3
Sesn3	Sesn3	Sesn3	75747	sestrin 3	1157	1607	1288	1299	1323	1319	1314
Endod1	Endod1	Endod1	71946	endonuclease domain containing 1	1271	1530	1194	1323	1275	1435	1447
Kdm4dl	Kdm4dl	Kdm4dl	547035	lysine (K)-specific demethylase 4D-like	0	3	4	1	1	0	2
Kdm4d	Kdm4d	Kdm4d	244694	lysine (K)-specific demethylase 4D	101	63	112	80	45	98	85
Cwc15	Cwc15	Cwc15	66070	CWC15 spliceosome-associated protein	5249	4551	4430	4611	4165	5673	6016
Amotl1	Amotl1	Amotl1	75723	angiomotin-like 1	3	3	12	7	4	5	4
Fut4	Fut4	Fut4	14345	fucosyltransferase 4	19	6	3	4	14	13	9
Ankrd49	Ankrd49	Ankrd49	56503	ankyrin repeat domain 49	801	479	629	692	453	651	751
Mre11a	Mre11a	Mre11a	17535	MRE11A homolog A, double strand break repair nuclease	718	648	613	713	447	662	777
ENSMUSG00000111817.1	NA	ENSMUSG00000111817.1	NA	NA	7	6	5	7	4	12	4
ENSMUSG00000090023.1	NA	ENSMUSG00000090023.1	NA	NA	17	6	3	8	8	3	14
Izumo1r	Izumo1r	Izumo1r	64931	IZUMO1 receptor, JUNO	11	8	8	3	6	36	44
Panx1	Panx1	Panx1	55991	pannexin 1	2551	2464	1979	2419	2069	2506	3227
Med17	Med17	Med17	234959	mediator complex subunit 17	1072	978	874	969	806	1106	1381
4931406C07Rik	4931406C07Rik	4931406C07Rik	70984	RIKEN cDNA 4931406C07 gene	156	105	116	125	98	121	165
Taf1d	Taf1d	Taf1d	75316	TATA-box binding protein associated factor, RNA polymerase I, D	1263	1354	887	1072	815	1264	1192
Cep295	Cep295	Cep295	319675	centrosomal protein 295	1537	1308	1483	1560	1109	1588	1666
Gm24339	Gm24339	Gm24339	115487283	predicted gene, 24339	2	8	11	15	7	3	2
Smco4	Smco4	Smco4	170748	single-pass membrane protein with coiled-coil domains 4	156	135	161	211	89	113	162
Slc36a4	Slc36a4	Slc36a4	234967	solute carrier family 36 (proton/amino acid symporter), member 4	81	49	68	93	101	99	121
ENSMUSG00000090602.3	NA	ENSMUSG00000090602.3	NA	NA	25	22	17	15	13	12	14
ENSMUSG00000111405.1	NA	ENSMUSG00000111405.1	NA	NA	3	6	4	4	1	7	4
ENSMUSG00000111613.1	NA	ENSMUSG00000111613.1	NA	NA	2	1	0	3	2	5	3
ENSMUSG00000111743.1	NA	ENSMUSG00000111743.1	NA	NA	7	1	4	2	2	3	2
Chordc1	Chordc1	Chordc1	66917	cysteine and histidine rich domain containing 1	3019	4925	2811	3125	4036	3043	3556
Gm19178	Gm19178	Gm19178	100418389	amyloid beta (A4) precursor protein-binding, family B, member 1 pseudogene	13	20	7	8	10	6	6
Naalad2	Naalad2	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	18	45	23	40	22	12	30
Ubtfl1	Ubtfl1	Ubtfl1	546118	upstream binding transcription factor, RNA polymerase I-like 1	8	13	7	4	2	0	0
Zfp558	Zfp558	Zfp558	72230	zinc finger protein 558	21	7	15	10	8	25	34
Zfp317	Zfp317	Zfp317	244713	zinc finger protein 317	1622	1419	1248	1438	1213	1512	1523
ENSMUSG00000110521.1	NA	ENSMUSG00000110521.1	NA	NA	5	1	2	8	3	6	0
Or7d10	Or7d10	Or7d10	258336	olfactory receptor family 7 subfamily D member 10	50	47	42	48	26	25	41
Zfp560	Zfp560	Zfp560	434377	zinc finger protein 560	644	460	512	537	499	759	660
ENSMUSG00000110910.1	NA	ENSMUSG00000110910.1	NA	NA	4	4	0	5	4	0	0
Zfp26	Zfp26	Zfp26	22688	zinc finger protein 26	1382	1443	1453	1765	1079	1400	1456
Zfp426	Zfp426	Zfp426	235028	zinc finger protein 426	840	954	830	847	726	839	878
Gm23316	Gm23316	Gm23316	115487245	predicted gene, 23316	1	3	5	2	0	0	2
Zfp266	Zfp266	Zfp266	77519	zinc finger protein 266	1712	1703	1664	1936	1464	1615	1850
Zfp846	Zfp846	Zfp846	244721	zinc finger protein 846	353	306	287	337	229	449	468
ENSMUSG00000111547.1	NA	ENSMUSG00000111547.1	NA	NA	4	0	11	9	11	5	6
Fbxl12os	Fbxl12os	Fbxl12os	66662	F-box and leucine-rich repeat protein 12, opposite strand	22	17	26	27	26	22	28
Fbxl12	Fbxl12	Fbxl12	30843	F-box and leucine-rich repeat protein 12	1417	1172	1277	1470	861	1135	1476
Ubl5	Ubl5	Ubl5	66177	ubiquitin-like 5	7999	6374	6628	7627	5332	6799	7677
Pin1	Pin1	Pin1	23988	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	2699	1780	1825	2192	1804	2510	3198
Olfm2	Olfm2	Olfm2	244723	olfactomedin 2	6	3	2	2	1	3	2
Shfl	Shfl	Shfl	319278	shiftless antiviral inhibitor of ribosomal frameshifting	753	604	735	784	501	783	834
Angptl6	Angptl6	Angptl6	70726	angiopoietin-like 6	29	29	27	24	23	20	23
Ppan	Ppan	Ppan	235036	peter pan homolog	797	737	621	774	550	651	832
ENSMUSG00000118421.1	NA	ENSMUSG00000118421.1	NA	NA	3	3	3	0	4	2	3
Eif3g	Eif3g	Eif3g	53356	eukaryotic translation initiation factor 3, subunit G	4092	3733	3250	3917	2878	3695	3989
Dnmt1	Dnmt1	Dnmt1	13433	DNA methyltransferase 1	4731	4646	4425	5088	3572	4640	5293
S1pr2	S1pr2	S1pr2	14739	sphingosine-1-phosphate receptor 2	711	818	610	720	636	752	847
Mrpl4	Mrpl4	Mrpl4	66163	mitochondrial ribosomal protein L4	2272	2210	2100	2641	1924	2798	2964
Icam1	Icam1	Icam1	15894	intercellular adhesion molecule 1	2277	2745	2293	2697	1796	2664	2800
ENSMUSG00000110790.1	NA	ENSMUSG00000110790.1	NA	NA	0	6	3	5	1	6	3
Icam5	Icam5	Icam5	15898	intercellular adhesion molecule 5, telencephalin	8	4	7	18	4	5	9
ENSMUSG00000111497.1	NA	ENSMUSG00000111497.1	NA	NA	24	10	16	22	6	9	39
Fdx2	Fdx2	Fdx2	68165	ferredoxin 2	1	7	3	1	1	0	0
Tyk2	Tyk2	Tyk2	54721	tyrosine kinase 2	4979	5086	4686	5894	4152	5294	5901
Cdc37	Cdc37	Cdc37	12539	cell division cycle 37	5087	4590	4228	4870	3978	5306	6032
Pde4a	Pde4a	Pde4a	18577	phosphodiesterase 4A, cAMP specific	463	375	380	460	267	540	532
ENSMUSG00000097439.6	NA	ENSMUSG00000097439.6	NA	NA	61	49	59	91	45	56	54
Keap1	Keap1	Keap1	50868	kelch-like ECH-associated protein 1	1654	1218	1373	1599	1108	1630	2037
S1pr5	S1pr5	S1pr5	94226	sphingosine-1-phosphate receptor 5	5506	6065	5524	7499	5365	6396	7285
ENSMUSG00000111623.1	NA	ENSMUSG00000111623.1	NA	NA	85	86	116	111	105	83	121
Atg4d	Atg4d	Atg4d	235040	autophagy related 4D, cysteine peptidase	2504	2308	2116	2700	1988	3053	3243
Kri1	Kri1	Kri1	215194	KRI1 homolog	483	492	556	501	409	610	560
Cdkn2d	Cdkn2d	Cdkn2d	12581	cyclin dependent kinase inhibitor 2D	5755	4461	4784	5408	3935	6419	6898
Ap1m2	Ap1m2	Ap1m2	11768	adaptor protein complex AP-1, mu 2 subunit	19	18	13	17	9	14	26
Gm39302	Gm39302	Gm39302	105243355	predicted gene, 39302	41	11	15	36	4	5	23
Slc44a2	Slc44a2	Slc44a2	68682	solute carrier family 44, member 2	15225	13463	12652	15858	12657	17019	18326
ENSMUSG00000110915.1	NA	ENSMUSG00000110915.1	NA	NA	32	126	25	24	17	84	23
Ilf3	Ilf3	Ilf3	16201	interleukin enhancer binding factor 3	2510	2723	2109	2702	2118	2529	2987
Gm16853	Gm16853	Gm16853	330902	predicted gene, 16853	0	1	0	5	9	0	4
Qtrt1	Qtrt1	Qtrt1	60507	queuine tRNA-ribosyltransferase catalytic subunit 1	1139	934	844	1026	892	1050	1463
Dnm2	Dnm2	Dnm2	13430	dynamin 2	9909	11317	8611	10907	9557	11687	12816
Mir199a-1	Mir199a-1	Mir199a-1	387194	microRNA 199a-1	9	12	10	10	11	8	17
Tmed1	Tmed1	Tmed1	17083	transmembrane p24 trafficking protein 1	157	153	116	133	149	182	200
AB124611	AB124611	AB124611	382062	cDNA sequence AB124611	2534	1900	1884	2221	1641	2280	2476
ENSMUSG00000092261.1	NA	ENSMUSG00000092261.1	NA	NA	3	7	0	1	0	2	0
Carm1	Carm1	Carm1	59035	coactivator-associated arginine methyltransferase 1	656	533	605	622	473	656	855
Yipf2	Yipf2	Yipf2	74766	Yip1 domain family, member 2	113	63	118	115	63	128	146
Timm29	Timm29	Timm29	69773	translocase of inner mitochondrial membrane 29	1401	1530	1198	1449	1251	1552	1762
Smarca4	Smarca4	Smarca4	20586	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	3689	3694	3288	4041	2867	3893	4377
ENSMUSG00000097155.1	NA	ENSMUSG00000097155.1	NA	NA	14	7	6	11	2	7	4
Ldlr	Ldlr	Ldlr	16835	low density lipoprotein receptor	36	52	90	58	125	148	178
Spc24	Spc24	Spc24	67629	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	81	127	146	110	90	107	99
Kank2	Kank2	Kank2	235041	KN motif and ankyrin repeat domains 2	1	0	5	3	3	1	1
Dock6	Dock6	Dock6	319899	dedicator of cytokinesis 6	23	19	35	32	30	46	38
Rab3d	Rab3d	Rab3d	19340	RAB3D, member RAS oncogene family	958	808	905	853	912	1117	1379
Tmem205	Tmem205	Tmem205	235043	transmembrane protein 205	24	13	26	25	16	32	34
Plppr2	Plppr2	Plppr2	235044	phospholipid phosphatase related 2	19	23	12	14	10	17	49
Swsap1	Swsap1	Swsap1	66962	SWIM type zinc finger 7 associated protein 1	235	158	221	299	158	223	266
Epor	Epor	Epor	13857	erythropoietin receptor	14	5	6	14	11	15	14
Prkcsh	Prkcsh	Prkcsh	19089	protein kinase C substrate 80K-H	1277	1208	1129	1363	882	1246	1313
Elavl3	Elavl3	Elavl3	15571	ELAV like RNA binding protein 3	39	42	18	19	20	51	53
Zfp653	Zfp653	Zfp653	319601	zinc finger protein 653	265	305	241	315	262	306	377
Gm16845	Gm16845	Gm16845	100503652	predicted gene, 16845	91	51	80	89	45	81	112
Ecsit	Ecsit	Ecsit	26940	ECSIT signalling integrator	686	565	580	671	418	717	779
ENSMUSG00000111446.1	NA	ENSMUSG00000111446.1	NA	NA	15	9	11	6	9	8	14
Cnn1	Cnn1	Cnn1	12797	calponin 1	3	1	6	3	0	3	0
Elof1	Elof1	Elof1	66126	ELF1 homolog, elongation factor 1	1831	1328	1367	1558	1207	1635	1919
ENSMUSG00000111856.1	NA	ENSMUSG00000111856.1	NA	NA	41	26	26	26	21	32	32
Acp5	Acp5	Acp5	11433	acid phosphatase 5, tartrate resistant	6526	5231	5317	5601	4902	6695	7340
Pigyl	Pigyl	Pigyl	66268	phosphatidylinositol glycan anchor biosynthesis, class Y-like	787	428	454	578	449	682	731
Rpl15-ps3	Rpl15-ps3	Rpl15-ps3	100034724	ribosomal protein L15, pseudogene 3	49	41	51	42	20	35	80
Zfp809	Zfp809	Zfp809	235047	zinc finger protein 809	1305	1075	1105	1161	1049	1239	1514
ENSMUSG00000111424.1	NA	ENSMUSG00000111424.1	NA	NA	21	40	58	70	39	41	46
Zfp599	Zfp599	Zfp599	235048	zinc finger protein 599	176	89	138	165	85	168	208
Gm39307	Gm39307	Gm39307	105243360	predicted gene, 39307	1	0	3	2	3	0	1
Zfp810	Zfp810	Zfp810	235050	zinc finger protein 810	546	390	546	523	283	522	560
ENSMUSG00000111292.1	NA	ENSMUSG00000111292.1	NA	NA	65	32	69	59	23	44	48
Gm18225	Gm18225	Gm18225	100416747	zinc finger protein 810 pseudogene	23	10	13	22	5	10	17
ENSMUSG00000094627.2	NA	ENSMUSG00000094627.2	NA	NA	1	0	2	2	3	1	1
Anln	Anln	Anln	68743	anillin, actin binding protein	101	114	161	147	143	139	145
Rp9	Rp9	Rp9	55934	retinitis pigmentosa 9 (human)	3017	2437	2280	2864	2096	2665	2976
Matcap2	Matcap2	Matcap2	68283	microtubule associated tyrosine carboxypeptidase 2	46	30	42	56	5	29	27
ENSMUSG00000091159.1	NA	ENSMUSG00000091159.1	NA	NA	3	12	8	7	0	4	7
Bbs9	Bbs9	Bbs9	319845	Bardet-Biedl syndrome 9	613	555	567	699	482	714	735
ENSMUSG00000089909.1	NA	ENSMUSG00000089909.1	NA	NA	0	0	0	0	0	10	0
Dpy19l1	Dpy19l1	Dpy19l1	244745	dpy-19 like C-mannosyltransferase 1	3817	4482	4096	4530	3620	4098	4840
ENSMUSG00000111365.1	NA	ENSMUSG00000111365.1	NA	NA	161	114	187	149	135	138	201
ENSMUSG00000066809.1	NA	ENSMUSG00000066809.1	NA	NA	288	170	192	225	135	177	156
Herpud2	Herpud2	Herpud2	80517	HERPUD family member 2	1954	2278	1674	2078	1302	2128	2101
Gm29642	Gm29642	Gm29642	102631685	predicted gene 29642	72	23	101	71	42	82	74
Septin7	Septin7	Septin7	235072	septin 7	13822	10590	9612	11620	8769	11488	12153
ENSMUSG00000111004.1	NA	ENSMUSG00000111004.1	NA	NA	1	15	3	21	0	2	4
Eepd1	Eepd1	Eepd1	67484	endonuclease/exonuclease/phosphatase family domain containing 1	9	4	4	8	7	4	14
Gm5120	Gm5120	Gm5120	330907	zinc finger CCCH type containing 11A pseudogene	7	3	2	3	1	3	9
Acad8	Acad8	Acad8	66948	acyl-Coenzyme A dehydrogenase family, member 8	835	614	700	751	679	867	1083
Thyn1	Thyn1	Thyn1	77862	thymocyte nuclear protein 1	1052	808	877	1004	715	895	1091
Vps26b	Vps26b	Vps26b	69091	VPS26 retromer complex component B	2167	2513	2045	2293	1968	2267	2483
ENSMUSG00000111505.1	NA	ENSMUSG00000111505.1	NA	NA	56	98	67	75	66	63	82
Ncapd3	Ncapd3	Ncapd3	78658	non-SMC condensin II complex, subunit D3	1783	1919	1715	2013	1471	1862	2039
Jam3	Jam3	Jam3	83964	junction adhesion molecule 3	6	8	9	0	3	8	4
ENSMUSG00000111390.1	NA	ENSMUSG00000111390.1	NA	NA	11	7	9	17	7	20	13
Igsf9b	Igsf9b	Igsf9b	235086	immunoglobulin superfamily, member 9B	13	14	14	12	50	13	43
Snx19	Snx19	Snx19	102607	sorting nexin 19	1197	1288	1208	1311	1006	1408	1362
Adamts8	Adamts8	Adamts8	30806	ADAM metallopeptidase with thrombospondin type 1 motif 8	2	3	14	4	3	4	3
ENSMUSG00000111673.1	NA	ENSMUSG00000111673.1	NA	NA	6	11	8	16	2	12	3
Zbtb44	Zbtb44	Zbtb44	235132	zinc finger and BTB domain containing 44	1828	2469	1764	2303	1977	1906	2199
ENSMUSG00000097701.1	NA	ENSMUSG00000097701.1	NA	NA	1	10	0	1	0	2	0
St14	St14	St14	19143	suppression of tumorigenicity 14 (colon carcinoma)	302	227	212	259	161	223	238
Aplp2	Aplp2	Aplp2	11804	amyloid beta precursor-like protein 2	3572	3511	3609	3814	3051	4108	4647
ENSMUSG00000111246.1	NA	ENSMUSG00000111246.1	NA	NA	19	18	11	15	11	30	15
Prdm10	Prdm10	Prdm10	382066	PR domain containing 10	455	593	449	527	471	300	467
Nfrkb	Nfrkb	Nfrkb	235134	nuclear factor related to kappa B binding protein	2725	2927	2232	2734	1848	2895	2749
